username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,hashtags,mentions,geo,urls
SamW160,GoodwinMJ,''THE UK IS RACIST'' *Looks at the poll* Oh............ #brexit ,0,0,0,995453559822045184,https://twitter.com/SamW160/status/995453559822045184,776728465231978496,2018-05-12 23:59:57+00:00,Sat May 12 23:59:57 +0000 2018,#brexit,,,https://twitter.com/GoodwinMJ/status/995339141389971457
damanvirsidhu,VICEUK,"“... telling sign of UK’s new place in world, post-Brexit... Foreign Office acknowledging how far balance of power has shifted f/ days East India Company was able to destroy Indian industry to enrich itself. Now, we cannot even declassify documents w/o fear of sparking recession” ",1,1,0,995453554835025920,https://twitter.com/damanvirsidhu/status/995453554835025920,3247304029,2018-05-12 23:59:56+00:00,Sat May 12 23:59:56 +0000 2018,,,,https://twitter.com/viceuk/status/995227122204577792
DevraWiz,nickreeves9876,"The referendum wasn't based on party politics. There are remainers and leavers in both the main parties. Corbyn is being Corbyn, as ever. We need to press for MPs to have free votes on Brexit matters, no whipping. We must try to #StopBrexit now while still time. #FBPE",0,0,0,995453524384284673,https://twitter.com/DevraWiz/status/995453524384284673,2471508775,2018-05-12 23:59:49+00:00,Sat May 12 23:59:49 +0000 2018,#StopBrexit #FBPE,,,https://twitter.com/nickreeves9876/status/995303141984882688
malcolm_jolly,iancollinsuk,"Time for Brexit, everybody hates us, fuck them ",0,0,0,995453514624262145,https://twitter.com/malcolm_jolly/status/995453514624262145,915196692139511808,2018-05-12 23:59:47+00:00,Sat May 12 23:59:47 +0000 2018,,,,
Journojulz,pwsimerimiaw,"Yet he seems popular, slashed May’s majority last year and comes across like someone who cares. Notice that the party is asking him for support, not calling for his replacement. I could be wrong - but he might have already put in place the end for Brexit.",0,0,1,995453509326778369,https://twitter.com/Journojulz/status/995453509326778369,15059862,2018-05-12 23:59:45+00:00,Sat May 12 23:59:45 +0000 2018,,,,
rab_marley,_John_Smith1967,"Common sense prevailing. If I'm hedging my bets on the youth not being duped, then their ability to gain all facts is in their hands, literally, that's going to be the difference at the next Indy. I have to put my faith in that, Brexit is a disaster for Scotland IMO.",0,2,1,995453472827944960,https://twitter.com/rab_marley/status/995453472827944960,2485766990,2018-05-12 23:59:37+00:00,Sat May 12 23:59:37 +0000 2018,,,,
brexit_fact,Jim_Cornelius,What is Aldi? Around here folk prefer Eton educated royal Berkshire beef in excessive waitrose packaging.,0,0,0,995453410244726790,https://twitter.com/brexit_fact/status/995453410244726790,4206623314,2018-05-12 23:59:22+00:00,Sat May 12 23:59:22 +0000 2018,,,,
Berean122,johnw299,Why should those who bothered to vote be penalised by your ineptitude or apathy #brexit,1,0,1,995453406721597442,https://twitter.com/Berean122/status/995453406721597442,273510199,2018-05-12 23:59:21+00:00,Sat May 12 23:59:21 +0000 2018,#brexit,,,
rseabout2u,16MillionRising,"Why don't you get off your fat a#se and look at the history on the Eurovision Song contest, they've always been giving the UK low or no marks for years, it's nothing to do with Brexit you twat ",0,1,1,995453341445566464,https://twitter.com/rseabout2u/status/995453341445566464,799635818155483136,2018-05-12 23:59:05+00:00,Sat May 12 23:59:05 +0000 2018,,,,https://twitter.com/16MillionRising/status/995426305708617729
EmilieCootes,_charemily,"True, what’s got into me: brexit is the reason of all evil",0,0,0,995453340342521856,https://twitter.com/EmilieCootes/status/995453340342521856,548740439,2018-05-12 23:59:05+00:00,Sat May 12 23:59:05 +0000 2018,,,,
WatcherMark,,@DMReporter POLL: Should we do a Brexit on Eurovision? Yes Absolutely Get it done Fuck Europe,0,0,1,995453334701182977,https://twitter.com/WatcherMark/status/995453334701182977,21037764,2018-05-12 23:59:04+00:00,Sat May 12 23:59:04 +0000 2018,,@DMReporter,,
everybrexitbot,,immaculate #brexit,1,0,0,995453323187802112,https://twitter.com/everybrexitbot/status/995453323187802112,906130471511355393,2018-05-12 23:59:01+00:00,Sat May 12 23:59:01 +0000 2018,#brexit,,,
No_Ignorance,,"“A #Brexit-related trend that threatens racial equality in the #UK has been the growth in the acceptability of explicit racial, ethnic and religious intolerance,” Tendayi Achiume, the UN special rapporteur on racism, said.",0,0,0,995453319928778752,https://twitter.com/No_Ignorance/status/995453319928778752,18362173,2018-05-12 23:59:00+00:00,Sat May 12 23:59:00 +0000 2018,#Brexit #UK,,,http://bit.ly/2rCXmnE
